"34222872-6AE6-4D2B-E063-4704A8C07853","450000","2025-03-31","M14 4DS","T","N","F","","340","GREAT WESTERN STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-6AE6-4D2B-E063-4704A8C07853/current"
"34222873-2513-4D2B-E063-4704A8C07853","189000","2025-03-28","M14 4DU","T","N","F","","4","DERAMORE STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-2513-4D2B-E063-4704A8C07853/current"
"31C68072-0E6B-FEE3-E063-4804A8C04F37","170000","2024-12-20","M14 4DX","T","N","F","","16","CROFTON STREET","RUSHOLME","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-0E6B-FEE3-E063-4804A8C04F37/current"
"36A61A95-4826-DEF2-E063-4704A8C046AE","210000","2025-05-14","M14 4DZ","T","N","F","","158","ACOMB STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-4826-DEF2-E063-4704A8C046AE/current"
"2ACACE8D-88E4-295E-E063-4804A8C0B0EB","250000","2024-11-29","M14 4DZ","T","N","F","","166","ACOMB STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-88E4-295E-E063-4804A8C0B0EB/current"
"34222873-1E2A-4D2B-E063-4704A8C07853","150000","2025-03-10","M14 4EY","S","N","F","","8","CYRIL STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-1E2A-4D2B-E063-4704A8C07853/current"
"36A61A95-4D22-DEF2-E063-4704A8C046AE","162500","2025-03-28","M14 4JP","T","N","F","","33","KENSINGTON STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-4D22-DEF2-E063-4704A8C046AE/current"
"36A61A94-8CC7-DEF2-E063-4704A8C046AE","232000","2025-02-28","M14 4JU","T","N","F","","6","SAM COWAN CLOSE","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-8CC7-DEF2-E063-4704A8C046AE/current"
"36A61A95-47EF-DEF2-E063-4704A8C046AE","575000","2025-05-01","M14 4PW","T","N","F","","446","MOSS LANE EAST","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-47EF-DEF2-E063-4704A8C046AE/current"
"2D4D7609-DBFC-BDF9-E063-4804A8C0672F","165000","2024-12-12","M14 4RQ","T","N","F","","92","HARTINGTON STREET","","MANCHESTER","MANCHESTER","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-DBFC-BDF9-E063-4804A8C0672F/current"
